category,common_layers,common_len,common_topk,compared_entries,comparison_kind,entry_match_count,entry_match_rate,entry_mismatch_count,entry_mismatch_rate,expected_gen_route_len,expected_length_match,expected_overlap_len,expected_prefill_route_len,gen_overlap_offset,gen_prefix_ignored,gen_route_start,gen_shape,gen_tail_ignored,inferred_shape_match,input_token_count,layer_topk_shape_match,output_token_count,overlap_end,overlap_start,prefill_overlap_offset,prefill_prefix_ignored,prefill_route_start,prefill_shape,prefill_tail_ignored,raw_shape_match,sample_id,shape_status,source_model,status,target_input_tokens,token_count,token_layer_count,token_layer_match_count,token_layer_match_rate,token_layer_set_count,token_layer_set_match_count,token_layer_set_match_rate,token_match_count,token_match_rate,topk_jaccard_mean,topk_jaccard_sum,topk_overlap_mean,topk_overlap_sum,verifier_model
logs,40,127,8,40640,cross_model,29400,0.7234251968503937,11240,0.2765748031496063,159,True,127,128,32,32,0,"[159, 40, 8]",0,True,32,True,128,159,32,0,0,32,"[128, 40, 8]",1,False,0250f87838b3c4e749b5,expected_aligned_shape,Qwen/Qwen3.6-35B-A3B-FP8,ok,32,127,5080,1359,0.26751968503937007,5080,3389,0.6671259842519685,0,0.0,0.919124681093185,4669.15337995338,0.9533218503937008,4842.875,Qwen/Qwen3.6-35B-A3B
chat,40,127,8,40640,cross_model,29061,0.7150836614173228,11579,0.2849163385826772,167,True,127,128,40,40,0,"[167, 40, 8]",0,True,40,True,128,167,40,0,0,40,"[128, 40, 8]",1,False,027150b07a186d142ae6,expected_aligned_shape,Qwen/Qwen3.6-35B-A3B-FP8,ok,32,127,5080,1311,0.2580708661417323,5080,3307,0.650984251968504,0,0.0,0.9128093734786646,4637.0716172716175,0.9489419291338582,4820.625,Qwen/Qwen3.6-35B-A3B
needle,40,127,8,40640,cross_model,28575,0.703125,12065,0.296875,159,True,127,128,32,32,0,"[159, 40, 8]",0,True,32,True,128,159,32,0,0,32,"[128, 40, 8]",1,False,02a3fef10ad703b70508,expected_aligned_shape,Qwen/Qwen3.6-35B-A3B-FP8,ok,32,127,5080,1234,0.24291338582677166,5080,3289,0.6474409448818897,0,0.0,0.913301213222473,4639.570163170163,0.9498523622047244,4825.25,Qwen/Qwen3.6-35B-A3B
logs,40,78,8,24960,cross_model,16801,0.6731169871794872,8159,0.3268830128205128,110,True,78,79,32,32,0,"[110, 40, 8]",0,True,32,True,79,110,32,0,0,32,"[79, 40, 8]",1,False,03475cd4ee88e0e9400a,expected_aligned_shape,Qwen/Qwen3.6-35B-A3B-FP8,ok,32,78,3120,681,0.21826923076923077,3120,1872,0.6,0,0.0,0.8991365329826868,2805.305982905983,0.9412660256410257,2936.75,Qwen/Qwen3.6-35B-A3B
low_margin,40,127,8,40640,cross_model,29193,0.7183316929133858,11447,0.28166830708661417,167,True,127,128,40,40,0,"[167, 40, 8]",0,True,40,True,128,167,40,0,0,40,"[128, 40, 8]",1,False,0364b7d8d89c84a3bd6d,expected_aligned_shape,Qwen/Qwen3.6-35B-A3B-FP8,ok,32,127,5080,1291,0.25413385826771656,5080,3299,0.6494094488188976,0,0.0,0.913852700230653,4642.371717171717,0.9502214566929134,4827.125,Qwen/Qwen3.6-35B-A3B
json_structured,40,127,8,40640,cross_model,28996,0.713484251968504,11644,0.28651574803149604,167,True,127,128,40,40,0,"[167, 40, 8]",0,True,40,True,128,167,40,0,0,40,"[128, 40, 8]",1,False,0394d59a86c26188b0e5,expected_aligned_shape,Qwen/Qwen3.6-35B-A3B-FP8,ok,32,127,5080,1272,0.2503937007874016,5080,3311,0.6517716535433071,0,0.0,0.9140283600913521,4643.264069264069,0.9500738188976378,4826.375,Qwen/Qwen3.6-35B-A3B
code,40,127,8,40640,cross_model,29881,0.7352608267716535,10759,0.26473917322834645,159,True,127,128,32,32,0,"[159, 40, 8]",0,True,32,True,128,159,32,0,0,32,"[128, 40, 8]",1,False,03abe1c0830e3621b532,expected_aligned_shape,Qwen/Qwen3.6-35B-A3B-FP8,ok,32,127,5080,1444,0.284251968503937,5080,3415,0.672244094488189,0,0.0,0.9179214573702762,4663.041003441003,0.9520915354330709,4836.625,Qwen/Qwen3.6-35B-A3B
chat,40,127,8,40640,cross_model,28261,0.6953986220472441,12379,0.3046013779527559,159,True,127,128,32,32,0,"[159, 40, 8]",0,True,32,True,128,159,32,0,0,32,"[128, 40, 8]",1,False,03adb09fa2be78c52cff,expected_aligned_shape,Qwen/Qwen3.6-35B-A3B-FP8,ok,32,127,5080,1163,0.22893700787401575,5080,3183,0.6265748031496063,0,0.0,0.9042200100861518,4593.437651237651,0.9434055118110236,4792.5,Qwen/Qwen3.6-35B-A3B
json_structured,40,127,8,40640,cross_model,28189,0.693626968503937,12451,0.306373031496063,159,True,127,128,32,32,0,"[159, 40, 8]",0,True,32,True,128,159,32,0,0,32,"[128, 40, 8]",1,False,03be0a1c2e15e0e45156,expected_aligned_shape,Qwen/Qwen3.6-35B-A3B-FP8,ok,32,127,5080,1146,0.22559055118110236,5080,3190,0.6279527559055118,0,0.0,0.9068893136609673,4606.997713397714,0.9457185039370078,4804.25,Qwen/Qwen3.6-35B-A3B
needle,40,127,8,40640,cross_model,28566,0.7029035433070866,12074,0.2970964566929134,159,True,127,128,32,32,0,"[159, 40, 8]",0,True,32,True,128,159,32,0,0,32,"[128, 40, 8]",1,False,03c274dea50b8653f42a,expected_aligned_shape,Qwen/Qwen3.6-35B-A3B-FP8,ok,32,127,5080,1220,0.24015748031496062,5080,3237,0.6372047244094489,0,0.0,0.911947029348604,4632.690909090909,0.9493110236220472,4822.5,Qwen/Qwen3.6-35B-A3B
math_numeric,40,127,8,40640,cross_model,21139,0.5201525590551181,19501,0.4798474409448819,159,True,127,128,32,32,0,"[159, 40, 8]",0,True,32,True,128,159,32,0,0,32,"[128, 40, 8]",1,False,03d767a5e1b20a947895,expected_aligned_shape,Qwen/Qwen3.6-35B-A3B-FP8,ok,32,127,5080,386,0.07598425196850393,5080,1865,0.3671259842519685,0,0.0,0.8118755610094192,4124.32784992785,0.8830954724409449,4486.125,Qwen/Qwen3.6-35B-A3B
low_margin,40,127,8,40640,cross_model,28938,0.7120570866141732,11702,0.2879429133858268,167,True,127,128,40,40,0,"[167, 40, 8]",0,True,40,True,128,167,40,0,0,40,"[128, 40, 8]",1,False,043a64a79e93471ae3d3,expected_aligned_shape,Qwen/Qwen3.6-35B-A3B-FP8,ok,32,127,5080,1204,0.23700787401574802,5080,3246,0.6389763779527559,0,0.0,0.9124854847689493,4635.4262626262625,0.9496555118110236,4824.25,Qwen/Qwen3.6-35B-A3B
logs,40,127,8,40640,cross_model,29064,0.7151574803149606,11576,0.2848425196850394,159,True,127,128,32,32,0,"[159, 40, 8]",0,True,32,True,128,159,32,0,0,32,"[128, 40, 8]",1,False,0458db6cb441016028c1,expected_aligned_shape,Qwen/Qwen3.6-35B-A3B-FP8,ok,32,127,5080,1322,0.26023622047244094,5080,3298,0.6492125984251969,0,0.0,0.9151451523105066,4648.9373737373735,0.9511811023622048,4832.0,Qwen/Qwen3.6-35B-A3B
short_qa,40,127,8,40640,cross_model,28150,0.6926673228346457,12490,0.30733267716535434,159,True,127,128,32,32,0,"[159, 40, 8]",0,True,32,True,128,159,32,0,0,32,"[128, 40, 8]",1,False,052429e5e8da268aba0c,expected_aligned_shape,Qwen/Qwen3.6-35B-A3B-FP8,ok,32,127,5080,1177,0.23169291338582676,5080,3197,0.6293307086614173,0,0.0,0.90707835471615,4607.958041958042,0.946013779527559,4805.75,Qwen/Qwen3.6-35B-A3B
json_structured,40,127,8,40640,cross_model,28174,0.693257874015748,12466,0.306742125984252,159,True,127,128,32,32,0,"[159, 40, 8]",0,True,32,True,128,159,32,0,0,32,"[128, 40, 8]",1,False,0535c319f96a2e59930c,expected_aligned_shape,Qwen/Qwen3.6-35B-A3B-FP8,ok,32,127,5080,1170,0.23031496062992127,5080,3185,0.6269685039370079,0,0.0,0.9072103836670765,4608.628749028749,0.9461614173228347,4806.5,Qwen/Qwen3.6-35B-A3B
json_structured,40,127,8,40640,cross_model,30334,0.7464074803149606,10306,0.2535925196850394,167,True,127,128,40,40,0,"[167, 40, 8]",0,True,40,True,128,167,40,0,0,40,"[128, 40, 8]",1,False,053a2c30dc8141a42ebd,expected_aligned_shape,Qwen/Qwen3.6-35B-A3B-FP8,ok,32,127,5080,1543,0.30374015748031497,5080,3568,0.7023622047244095,0,0.0,0.9281953392189612,4715.232323232323,0.958759842519685,4870.5,Qwen/Qwen3.6-35B-A3B
mixed_language,40,127,8,40640,cross_model,29691,0.7305856299212599,10949,0.26941437007874014,159,True,127,128,32,32,0,"[159, 40, 8]",0,True,32,True,128,159,32,0,0,32,"[128, 40, 8]",1,False,0550f5a69608c8b20c6c,expected_aligned_shape,Qwen/Qwen3.6-35B-A3B-FP8,ok,32,127,5080,1502,0.29566929133858266,5080,3324,0.6543307086614173,0,0.0,0.9132494976589465,4639.307448107448,0.9492372047244094,4822.125,Qwen/Qwen3.6-35B-A3B
short_qa,40,127,8,40640,cross_model,27643,0.6801919291338583,12997,0.3198080708661417,159,True,127,128,32,32,0,"[159, 40, 8]",0,True,32,True,128,159,32,0,0,32,"[128, 40, 8]",1,False,05736d3838eb45691aa1,expected_aligned_shape,Qwen/Qwen3.6-35B-A3B-FP8,ok,32,127,5080,1112,0.2188976377952756,5080,3101,0.6104330708661417,0,0.0,0.9005271980862534,4574.678166278166,0.9418061023622047,4784.375,Qwen/Qwen3.6-35B-A3B
code,40,127,8,40640,cross_model,29297,0.7208907480314961,11343,0.27910925196850395,159,True,127,128,32,32,0,"[159, 40, 8]",0,True,32,True,128,159,32,0,0,32,"[128, 40, 8]",1,False,05896e4c2e31c0463be8,expected_aligned_shape,Qwen/Qwen3.6-35B-A3B-FP8,ok,32,127,5080,1406,0.2767716535433071,5080,3401,0.669488188976378,0,0.0,0.912348950262336,4634.732667332667,0.9470226377952756,4810.875,Qwen/Qwen3.6-35B-A3B
chat,40,127,8,40640,cross_model,27093,0.6666584645669291,13547,0.3333415354330709,159,True,127,128,32,32,0,"[159, 40, 8]",0,True,32,True,128,159,32,0,0,32,"[128, 40, 8]",1,False,0593f0e9c85452fe8e24,expected_aligned_shape,Qwen/Qwen3.6-35B-A3B-FP8,ok,32,127,5080,990,0.19488188976377951,5080,3002,0.5909448818897638,0,0.0,0.8939871414674565,4541.454678654679,0.9372047244094488,4761.0,Qwen/Qwen3.6-35B-A3B
code,40,127,8,40640,cross_model,30618,0.7533956692913386,10022,0.24660433070866142,166,True,127,128,39,39,0,"[166, 40, 8]",0,True,39,True,128,166,39,0,0,39,"[128, 40, 8]",1,False,05cb08913232321b25ad,expected_aligned_shape,Qwen/Qwen3.6-35B-A3B-FP8,ok,32,127,5080,1556,0.3062992125984252,5080,3501,0.6891732283464567,0,0.0,0.922043555744343,4683.981263181263,0.9538877952755905,4845.75,Qwen/Qwen3.6-35B-A3B
code,40,127,8,40640,cross_model,29240,0.719488188976378,11400,0.28051181102362205,159,True,127,128,32,32,0,"[159, 40, 8]",0,True,32,True,128,159,32,0,0,32,"[128, 40, 8]",1,False,066466fff38704063913,expected_aligned_shape,Qwen/Qwen3.6-35B-A3B-FP8,ok,32,127,5080,1338,0.26338582677165356,5080,3301,0.6498031496062993,0,0.0,0.9133515041389059,4639.825641025641,0.9496801181102362,4824.375,Qwen/Qwen3.6-35B-A3B
low_margin,40,127,8,40640,cross_model,28502,0.7013287401574804,12138,0.2986712598425197,167,True,127,128,40,40,0,"[167, 40, 8]",0,True,40,True,128,167,40,0,0,40,"[128, 40, 8]",1,False,067a5b649600bb1d1857,expected_aligned_shape,Qwen/Qwen3.6-35B-A3B-FP8,ok,32,127,5080,1238,0.2437007874015748,5080,3265,0.6427165354330708,0,0.0,0.911285293883719,4629.329292929293,0.9485974409448819,4818.875,Qwen/Qwen3.6-35B-A3B
summarization,40,127,8,40640,cross_model,29250,0.7197342519685039,11390,0.28026574803149606,163,True,127,128,36,36,0,"[163, 40, 8]",0,True,36,True,128,163,36,0,0,36,"[128, 40, 8]",1,False,06a9a91525cb5e2f7857,expected_aligned_shape,Qwen/Qwen3.6-35B-A3B-FP8,ok,32,127,5080,1338,0.26338582677165356,5080,3312,0.6519685039370079,0,0.0,0.9134045438376147,4640.095082695083,0.9492864173228347,4822.375,Qwen/Qwen3.6-35B-A3B
logs,40,101,8,32320,cross_model,25220,0.7803217821782178,7100,0.21967821782178218,133,True,101,102,32,32,0,"[133, 40, 8]",0,True,32,True,102,133,32,0,0,32,"[102, 40, 8]",1,False,06b3454c80bf47dde168,expected_aligned_shape,Qwen/Qwen3.6-35B-A3B-FP8,ok,32,101,4040,1434,0.35495049504950493,4040,3043,0.7532178217821782,0,0.0,0.9417831783178319,3804.8040404040403,0.9667388613861386,3905.625,Qwen/Qwen3.6-35B-A3B
short_qa,40,127,8,40640,cross_model,30367,0.7472194881889764,10273,0.2527805118110236,166,True,127,128,39,39,0,"[166, 40, 8]",0,True,39,True,128,166,39,0,0,39,"[128, 40, 8]",1,False,071a13009e9aea8f5165,expected_aligned_shape,Qwen/Qwen3.6-35B-A3B-FP8,ok,32,127,5080,1499,0.2950787401574803,5080,3566,0.7019685039370078,0,0.0,0.9291793770533928,4720.231235431235,0.9594242125984253,4873.875,Qwen/Qwen3.6-35B-A3B
mixed_language,40,127,8,40640,cross_model,29093,0.715871062992126,11547,0.284128937007874,159,True,127,128,32,32,0,"[159, 40, 8]",0,True,32,True,128,159,32,0,0,32,"[128, 40, 8]",1,False,0736935a3f57cdd1e037,expected_aligned_shape,Qwen/Qwen3.6-35B-A3B-FP8,ok,32,127,5080,1361,0.26791338582677166,5080,3318,0.6531496062992126,0,0.0,0.9098583175354827,4622.080253080253,0.9456938976377953,4804.125,Qwen/Qwen3.6-35B-A3B
needle,40,127,8,40640,cross_model,28022,0.689517716535433,12618,0.3104822834645669,159,True,127,128,32,32,0,"[159, 40, 8]",0,True,32,True,128,159,32,0,0,32,"[128, 40, 8]",1,False,074ec475ad3f56370376,expected_aligned_shape,Qwen/Qwen3.6-35B-A3B-FP8,ok,32,127,5080,1120,0.2204724409448819,5080,3215,0.6328740157480315,0,0.0,0.9072105235097361,4608.6294594294595,0.9457431102362205,4804.375,Qwen/Qwen3.6-35B-A3B
code,40,127,8,40640,cross_model,28369,0.6980561023622047,12271,0.3019438976377953,159,True,127,128,32,32,0,"[159, 40, 8]",0,True,32,True,128,159,32,0,0,32,"[128, 40, 8]",1,False,0762b3cc828308f2763c,expected_aligned_shape,Qwen/Qwen3.6-35B-A3B-FP8,ok,32,127,5080,1192,0.2346456692913386,5080,3188,0.6275590551181103,0,0.0,0.903353938275198,4589.038006438006,0.942396653543307,4787.375,Qwen/Qwen3.6-35B-A3B
math_numeric,40,127,8,40640,cross_model,18085,0.44500492125984253,22555,0.5549950787401575,159,True,127,128,32,32,0,"[159, 40, 8]",0,True,32,True,128,159,32,0,0,32,"[128, 40, 8]",1,False,083c33f4bd275d391520,expected_aligned_shape,Qwen/Qwen3.6-35B-A3B-FP8,ok,32,127,5080,189,0.03720472440944882,5080,1439,0.2832677165354331,0,0.0,0.7575043373074869,3848.1220335220337,0.8409448818897638,4272.0,Qwen/Qwen3.6-35B-A3B
json_structured,40,127,8,40640,cross_model,28377,0.6982529527559055,12263,0.3017470472440945,159,True,127,128,32,32,0,"[159, 40, 8]",0,True,32,True,128,159,32,0,0,32,"[128, 40, 8]",1,False,089c4d555dc2fc5c1001,expected_aligned_shape,Qwen/Qwen3.6-35B-A3B-FP8,ok,32,127,5080,1197,0.23562992125984253,5080,3276,0.6448818897637796,0,0.0,0.9084473007307654,4614.912287712288,0.9459645669291339,4805.5,Qwen/Qwen3.6-35B-A3B
json_structured,40,127,8,40640,cross_model,29273,0.7203001968503937,11367,0.2796998031496063,166,True,127,128,39,39,0,"[166, 40, 8]",0,True,39,True,128,166,39,0,0,39,"[128, 40, 8]",1,False,08a516ed65ded1d98939,expected_aligned_shape,Qwen/Qwen3.6-35B-A3B-FP8,ok,32,127,5080,1296,0.2551181102362205,5080,3290,0.6476377952755905,0,0.0,0.915206770482361,4649.250394050394,0.9512303149606299,4832.25,Qwen/Qwen3.6-35B-A3B
low_margin,40,127,8,40640,cross_model,29229,0.7192175196850393,11411,0.2807824803149606,166,True,127,128,39,39,0,"[166, 40, 8]",0,True,39,True,128,166,39,0,0,39,"[128, 40, 8]",1,False,08a644a1ffe3bc02f01e,expected_aligned_shape,Qwen/Qwen3.6-35B-A3B-FP8,ok,32,127,5080,1323,0.26043307086614176,5080,3341,0.6576771653543307,0,0.0,0.9167764256740636,4657.224242424242,0.9520423228346456,4836.375,Qwen/Qwen3.6-35B-A3B
math_numeric,40,127,8,40640,cross_model,18408,0.4529527559055118,22232,0.5470472440944882,159,True,127,128,32,32,0,"[159, 40, 8]",0,True,32,True,128,159,32,0,0,32,"[128, 40, 8]",1,False,08ae3430f704796fb489,expected_aligned_shape,Qwen/Qwen3.6-35B-A3B-FP8,ok,32,127,5080,173,0.03405511811023622,5080,1453,0.2860236220472441,0,0.0,0.7675161671224664,3898.982128982129,0.8507135826771653,4321.625,Qwen/Qwen3.6-35B-A3B
chat,40,127,8,40640,cross_model,28535,0.7021407480314961,12105,0.29785925196850394,159,True,127,128,32,32,0,"[159, 40, 8]",0,True,32,True,128,159,32,0,0,32,"[128, 40, 8]",1,False,08c8f1ae4ca8bd819a8a,expected_aligned_shape,Qwen/Qwen3.6-35B-A3B-FP8,ok,32,127,5080,1173,0.23090551181102362,5080,3209,0.6316929133858268,0,0.0,0.9097671444915539,4621.617094017094,0.9478838582677165,4815.25,Qwen/Qwen3.6-35B-A3B
json_structured,40,127,8,40640,cross_model,28381,0.6983513779527559,12259,0.3016486220472441,159,True,127,128,32,32,0,"[159, 40, 8]",0,True,32,True,128,159,32,0,0,32,"[128, 40, 8]",1,False,08d902e0c3d70a68f540,expected_aligned_shape,Qwen/Qwen3.6-35B-A3B-FP8,ok,32,127,5080,1145,0.22539370078740156,5080,3222,0.6342519685039371,0,0.0,0.9096034848790754,4620.785703185703,0.9475639763779528,4813.625,Qwen/Qwen3.6-35B-A3B
mixed_language,40,127,8,40640,cross_model,30550,0.7517224409448819,10090,0.2482775590551181,159,True,127,128,32,32,0,"[159, 40, 8]",0,True,32,True,128,159,32,0,0,32,"[128, 40, 8]",1,False,091705e70651d77aefc8,expected_aligned_shape,Qwen/Qwen3.6-35B-A3B-FP8,ok,32,127,5080,1549,0.30492125984251967,5080,3590,0.7066929133858267,0,0.0,0.9281344727014018,4714.923121323121,0.9583415354330709,4868.375,Qwen/Qwen3.6-35B-A3B
logs,40,127,8,40640,cross_model,26005,0.639886811023622,14635,0.36011318897637795,159,True,127,128,32,32,0,"[159, 40, 8]",0,True,32,True,128,159,32,0,0,32,"[128, 40, 8]",1,False,09270f39b1e71042f791,expected_aligned_shape,Qwen/Qwen3.6-35B-A3B-FP8,ok,32,127,5080,967,0.19035433070866142,5080,2805,0.5521653543307087,0,0.0,0.870992542016164,4424.642113442113,0.9204970472440945,4676.125,Qwen/Qwen3.6-35B-A3B
needle,40,127,8,40640,cross_model,28200,0.6938976377952756,12440,0.3061023622047244,159,True,127,128,32,32,0,"[159, 40, 8]",0,True,32,True,128,159,32,0,0,32,"[128, 40, 8]",1,False,092fb725ed92d83c270d,expected_aligned_shape,Qwen/Qwen3.6-35B-A3B-FP8,ok,32,127,5080,1117,0.21988188976377954,5080,3157,0.6214566929133858,0,0.0,0.9069504860843444,4607.308469308469,0.946136811023622,4806.375,Qwen/Qwen3.6-35B-A3B
short_qa,40,127,8,40640,cross_model,29105,0.7161663385826772,11535,0.28383366141732286,166,True,127,128,39,39,0,"[166, 40, 8]",0,True,39,True,128,166,39,0,0,39,"[128, 40, 8]",1,False,094af980d2e4560ac60c,expected_aligned_shape,Qwen/Qwen3.6-35B-A3B-FP8,ok,32,127,5080,1337,0.26318897637795274,5080,3354,0.6602362204724409,0,0.0,0.9152476176491925,4649.457897657898,0.9503198818897638,4827.625,Qwen/Qwen3.6-35B-A3B
mixed_language,40,127,8,40640,cross_model,28744,0.7072834645669291,11896,0.29271653543307086,159,True,127,128,32,32,0,"[159, 40, 8]",0,True,32,True,128,159,32,0,0,32,"[128, 40, 8]",1,False,098f8d40e91916047686,expected_aligned_shape,Qwen/Qwen3.6-35B-A3B-FP8,ok,32,127,5080,1225,0.24114173228346455,5080,3257,0.6411417322834646,0,0.0,0.9092758684884669,4619.121411921412,0.9466043307086615,4808.75,Qwen/Qwen3.6-35B-A3B
mixed_language,40,127,8,40640,cross_model,30071,0.7399360236220472,10569,0.26006397637795275,159,True,127,128,32,32,0,"[159, 40, 8]",0,True,32,True,128,159,32,0,0,32,"[128, 40, 8]",1,False,09a5e6954731576a323b,expected_aligned_shape,Qwen/Qwen3.6-35B-A3B-FP8,ok,32,127,5080,1530,0.30118110236220474,5080,3509,0.690748031496063,0,0.0,0.9235685530567419,4691.72824952825,0.9552657480314961,4852.75,Qwen/Qwen3.6-35B-A3B
short_qa,40,127,8,40640,cross_model,30091,0.7404281496062992,10549,0.2595718503937008,165,True,127,128,38,38,0,"[165, 40, 8]",0,True,38,True,128,165,38,0,0,38,"[128, 40, 8]",1,False,09c942ef1a98da6659d1,expected_aligned_shape,Qwen/Qwen3.6-35B-A3B-FP8,ok,32,127,5080,1454,0.2862204724409449,5080,3481,0.6852362204724409,0,0.0,0.9233534007549754,4690.635275835276,0.9557086614173228,4855.0,Qwen/Qwen3.6-35B-A3B
low_margin,40,127,8,40640,cross_model,28966,0.712746062992126,11674,0.287253937007874,165,True,127,128,38,38,0,"[165, 40, 8]",0,True,38,True,128,165,38,0,0,38,"[128, 40, 8]",1,False,0a1d8a7c087c9dc3d2cd,expected_aligned_shape,Qwen/Qwen3.6-35B-A3B-FP8,ok,32,127,5080,1260,0.24803149606299213,5080,3325,0.6545275590551181,0,0.0,0.9125667508344674,4635.839094239094,0.9484005905511811,4817.875,Qwen/Qwen3.6-35B-A3B
