sample_id,depth,input_token_count,output_token_count,target_token_id,target_decoded_token,worker_trace_mode,verifier_trace_mode,worker_selected_logprob,verifier_selected_logprob,logprob_diff_verifier_minus_worker,abs_logprob_diff,worker_selected_rank,verifier_selected_rank,rank_delta_verifier_minus_worker,common_top_count,union_top_count,topk_jaccard,missing_from_verifier_count,extra_in_verifier_count,common_js_divergence,union_js_divergence,common_prob_cosine,union_prob_cosine
7a613643598c07a5fd54,14,32,128,13,.,vllm_decode_generate,vllm_prompt_logprobs_full_prefill,-0.05506114661693573,-0.21141204237937927,-0.15635089576244354,0.15635089576244354,1,1,0,20,44,0.45454545454545453,12,12,0.024075079856513783,0.02519900413547489,0.9972315116195842,0.997230867387107
7a613643598c07a5fd54,15,32,128,2585, How,vllm_decode_generate,vllm_prompt_logprobs_full_prefill,-0.737847089767456,-0.9308215379714966,-0.19297444820404053,0.19297444820404053,1,1,0,26,38,0.6842105263157895,6,6,0.039612506180100995,0.049725888077280574,0.971915370147752,0.9716468628638459
7a613643598c07a5fd54,16,32,128,1657, many,vllm_decode_generate,vllm_prompt_logprobs_full_prefill,-0.06448045372962952,-0.25662481784820557,-0.19214436411857605,0.19214436411857605,1,1,0,24,40,0.6,8,8,0.03635291455960353,0.03657597544830504,0.9893248726439652,0.9893247959064962
7a613643598c07a5fd54,17,32,128,6486, seconds,vllm_decode_generate,vllm_prompt_logprobs_full_prefill,-0.772540807723999,-3.8324899673461914,-3.0599491596221924,3.0599491596221924,1,5,4,16,48,0.3333333333333333,16,16,0.3604923842549699,0.40123925220769296,0.26273457625871777,0.2605528621535274
7a613643598c07a5fd54,18,32,128,1558, does,vllm_decode_generate,vllm_prompt_logprobs_full_prefill,-0.7122007012367249,-1.1533873081207275,-0.4411866068840027,0.4411866068840027,1,1,0,25,39,0.6410256410256411,7,7,0.08162819276518171,0.08604934362441898,0.8215061403847974,0.8214383394154832
7a613643598c07a5fd54,19,32,128,432, it,vllm_decode_generate,vllm_prompt_logprobs_full_prefill,-0.12018753588199615,-0.3919568657875061,-0.27176932990550995,0.27176932990550995,1,1,0,20,44,0.45454545454545453,12,12,0.03824290056274573,0.03840380707018031,0.9714996392244003,0.9714996021325873
7a613643598c07a5fd54,20,32,128,1896, take,vllm_decode_generate,vllm_prompt_logprobs_full_prefill,-0.0006410212954506278,-0.017762986943125725,-0.017121965647675097,0.017121965647675097,1,1,0,16,48,0.3333333333333333,16,16,0.004419591768536728,0.005210562853235495,0.9999650219572297,0.9999640897050379
7a613643598c07a5fd54,21,32,128,369, for,vllm_decode_generate,vllm_prompt_logprobs_full_prefill,-0.6553431153297424,-1.2575016021728516,-0.6021584868431091,0.6021584868431091,1,2,1,24,40,0.6,8,8,0.04315253661399272,0.043478591569994396,0.9123345295845264,0.9123344051120064
7a613643598c07a5fd54,22,32,128,279, the,vllm_decode_generate,vllm_prompt_logprobs_full_prefill,-0.11470843851566315,-0.2277580201625824,-0.11304958164691925,0.11304958164691925,1,1,0,25,39,0.6410256410256411,7,7,0.0198103922630855,0.02015431275372093,0.996408015135482,0.9964079107186888
7a613643598c07a5fd54,23,32,128,2473, service,vllm_decode_generate,vllm_prompt_logprobs_full_prefill,-0.04249311238527298,-0.07143394649028778,-0.0289408341050148,0.0289408341050148,1,1,0,19,45,0.4222222222222222,13,13,0.004689460209437827,0.01040824845476311,0.9999714136332464,0.9999178712740721
7a613643598c07a5fd54,24,32,128,311, to,vllm_decode_generate,vllm_prompt_logprobs_full_prefill,-0.00013565097469836473,-0.0017548889154568315,-0.0016192379407584667,0.0016192379407584667,1,1,0,19,45,0.4222222222222222,13,13,0.00025422102779895005,0.0003437794077370114,0.9999998715522486,0.9999998670981309
7a613643598c07a5fd54,25,32,128,1882, process,vllm_decode_generate,vllm_prompt_logprobs_full_prefill,-0.022163553163409233,-0.12162014096975327,-0.09945658780634403,0.09945658780634403,1,1,0,20,44,0.45454545454545453,12,12,0.01709540963843255,0.023952732268729,0.9993052133838491,0.9992714788941427
7a613643598c07a5fd54,26,32,128,678, all,vllm_decode_generate,vllm_prompt_logprobs_full_prefill,-0.5273250341415405,-1.1252343654632568,-0.5979093313217163,0.5979093313217163,1,2,1,25,39,0.6410256410256411,7,7,0.04150239568604479,0.04266865956011179,0.8846330286587939,0.8846306835491642
7a613643598c07a5fd54,27,32,128,7388, requests,vllm_decode_generate,vllm_prompt_logprobs_full_prefill,-0.9362244009971619,-1.0134148597717285,-0.07719045877456665,0.07719045877456665,1,2,1,19,45,0.4222222222222222,13,13,0.027812645017028702,0.02978106183662823,0.9285324853618512,0.9285086590148804
7a613643598c07a5fd54,28,32,128,304, in,vllm_decode_generate,vllm_prompt_logprobs_full_prefill,-0.22825920581817627,-2.4672579765319824,-2.238998770713806,2.238998770713806,1,4,3,23,41,0.5609756097560976,9,9,0.4483417889690001,0.4585956249127382,0.198027488710662,0.19737873165811068
7a613643598c07a5fd54,29,32,128,220, ,vllm_decode_generate,vllm_prompt_logprobs_full_prefill,-0.766767680644989,-2.402109146118164,-1.635341465473175,1.635341465473175,1,4,3,21,43,0.4883720930232558,11,11,0.213986941131994,0.21942434249332946,0.4962530130941407,0.4961747957307877
7a613643598c07a5fd54,30,32,128,16,1,vllm_decode_generate,vllm_prompt_logprobs_full_prefill,-0.4672544002532959,-0.7494158148765564,-0.2821614146232605,0.2821614146232605,1,1,0,22,42,0.5238095238095238,10,10,0.021043487304694873,0.02105189294745667,0.9627714679824705,0.9627714678174305
7a613643598c07a5fd54,31,32,128,9383, minute,vllm_decode_generate,vllm_prompt_logprobs_full_prefill,-0.9086706042289734,-2.5797128677368164,-1.671042263507843,1.671042263507843,1,4,3,22,42,0.5238095238095238,10,10,0.11683039784355961,0.12027246265979097,0.7535169392705228,0.7534690720992289
7a613643598c07a5fd54,32,32,128,1939,"?

",vllm_decode_generate,vllm_prompt_logprobs_full_prefill,-0.6097376346588135,-0.8689948916435242,-0.2592572569847107,0.2592572569847107,1,1,0,24,40,0.6,8,8,0.05451859887509175,0.05534936268444125,0.9366474391807781,0.9366461677330441
7a613643598c07a5fd54,33,32,128,32313,Okay,vllm_decode_generate,vllm_prompt_logprobs_full_prefill,-0.4599151313304901,-7.61777400970459,-7.1578588783741,7.1578588783741,1,134,133,15,50,0.3,17,18,0.3843856905180433,0.4488224624701523,0.19824481685082115,0.17193025153775116
7a613643598c07a5fd54,34,32,128,11,",",vllm_decode_generate,vllm_prompt_logprobs_full_prefill,-6.90197994117625e-05,-0.11919443309307098,-0.11912541329365922,0.11912541329365922,1,1,0,11,53,0.20754716981132076,21,21,0.033747844473238774,0.037293149457537506,0.9980756750881757,0.9980699710307539
7a613643598c07a5fd54,35,32,128,1077, let,vllm_decode_generate,vllm_prompt_logprobs_full_prefill,-0.048597775399684906,-0.8942797183990479,-0.845681942999363,0.845681942999363,1,1,0,15,49,0.30612244897959184,17,17,0.1882513141782009,0.19634519916304988,0.7963001708984823,0.796224317498257
7a613643598c07a5fd54,36,32,128,594,'s,vllm_decode_generate,vllm_prompt_logprobs_full_prefill,-0.28115326166152954,-0.21310310065746307,0.06805016100406647,0.06805016100406647,1,1,0,9,55,0.16363636363636364,23,23,0.00649223613017272,0.006904012563881939,0.9954740488540377,0.9954736916171022
7a613643598c07a5fd54,37,32,128,1490, see,vllm_decode_generate,vllm_prompt_logprobs_full_prefill,-0.33449769020080566,-4.170286655426025,-3.8357889652252197,3.8357889652252197,1,9,8,16,48,0.3333333333333333,16,16,0.6062840631070605,0.6122899371727741,0.03345348855099479,0.03335323481664811
7a613643598c07a5fd54,38,32,128,13,.,vllm_decode_generate,vllm_prompt_logprobs_full_prefill,-0.011534549295902252,-0.9471030831336975,-0.9355685338377953,0.9355685338377953,1,1,0,17,47,0.3617021276595745,15,15,0.23840343196651292,0.2673960910375023,0.8532725501966604,0.8461310913254523
7a613643598c07a5fd54,39,32,128,576, The,vllm_decode_generate,vllm_prompt_logprobs_full_prefill,-0.17064116895198822,-1.560581922531128,-1.3899407535791397,1.3899407535791397,1,1,0,15,49,0.30612244897959184,17,17,0.32246524493921525,0.3557417013026806,0.6241078974669443,0.6139294122113379
7a613643598c07a5fd54,40,32,128,3491, problem,vllm_decode_generate,vllm_prompt_logprobs_full_prefill,-0.0023883646354079247,-6.073023796081543,-6.070635431446135,6.070635431446135,1,8,7,8,56,0.14285714285714285,24,24,0.676389722391026,0.6768331819464094,0.004667026434321529,0.004665736727136205
7a613643598c07a5fd54,41,32,128,374, is,vllm_decode_generate,vllm_prompt_logprobs_full_prefill,-0.4743160605430603,-1.1802512407302856,-0.7059351801872253,0.7059351801872253,1,1,0,16,48,0.3333333333333333,16,16,0.27026368151152275,0.2801955000133044,0.7680788100885713,0.7675567284001863
7a613643598c07a5fd54,42,32,128,911, about,vllm_decode_generate,vllm_prompt_logprobs_full_prefill,-0.005192010197788477,-4.205472469329834,-4.2002804591320455,4.2002804591320455,1,7,6,16,48,0.3333333333333333,16,16,0.6393442938711669,0.6419584943666645,0.022897232487152135,0.022886900146144668
7a613643598c07a5fd54,43,32,128,47209, figuring,vllm_decode_generate,vllm_prompt_logprobs_full_prefill,-0.44129693508148193,-4.442962646484375,-4.001665711402893,4.001665711402893,1,9,8,16,48,0.3333333333333333,16,16,0.46934259400152545,0.47365241741958275,0.14556729671555604,0.14551989342769484
7a613643598c07a5fd54,44,32,128,700, out,vllm_decode_generate,vllm_prompt_logprobs_full_prefill,0.0,-0.0015300721861422062,-0.0015300721861422062,0.0015300721861422062,1,1,0,12,52,0.23076923076923078,20,20,0.0004615920779810686,0.0005136987772841505,0.999999547599952,0.9999995460632771
7a613643598c07a5fd54,45,32,128,1246, how,vllm_decode_generate,vllm_prompt_logprobs_full_prefill,-1.1920928244535389e-07,-0.03456677496433258,-0.034566655755050135,0.034566655755050135,1,1,0,18,46,0.391304347826087,14,14,0.011189770154455384,0.011760215120183527,0.9995435966808165,0.999543302977058
7a613643598c07a5fd54,46,32,128,1657, many,vllm_decode_generate,vllm_prompt_logprobs_full_prefill,-0.048587556928396225,-2.515528678894043,-2.4669411219656467,2.4669411219656467,1,2,1,9,55,0.16363636363636364,23,23,0.4579825378373521,0.4580493606646142,0.1417883745557387,0.14178836418391447
7a613643598c07a5fd54,47,32,128,6486, seconds,vllm_decode_generate,vllm_prompt_logprobs_full_prefill,0.0,-0.00922181736677885,-0.00922181736677885,0.00922181736677885,1,1,0,13,51,0.2549019607843137,19,19,0.0013479153557887083,0.002923760605600667,0.9999980518537872,0.9999906560141855
7a613643598c07a5fd54,48,32,128,432, it,vllm_decode_generate,vllm_prompt_logprobs_full_prefill,-0.0005266471416689456,-0.051108263432979584,-0.05058161629131064,0.05058161629131064,1,1,0,16,48,0.3333333333333333,16,16,0.015336627336666655,0.01633047287077721,0.999631691150646,0.9996309483344316
7a613643598c07a5fd54,49,32,128,4990, takes,vllm_decode_generate,vllm_prompt_logprobs_full_prefill,-1.7881377516459906e-06,-0.1939140111207962,-0.19391222298304456,0.19391222298304456,1,1,0,15,49,0.30612244897959184,17,17,0.06513652704777526,0.06531666223270853,0.9902005406110499,0.9902004965223411
7a613643598c07a5fd54,50,32,128,369, for,vllm_decode_generate,vllm_prompt_logprobs_full_prefill,-1.1920928244535389e-07,-0.05671826750040054,-0.0567181482911181,0.0567181482911181,1,1,0,19,45,0.4222222222222222,13,13,0.01945062462481075,0.01948114395315699,0.9987391858128148,0.9987391851323008
7a613643598c07a5fd54,51,32,128,264, a,vllm_decode_generate,vllm_prompt_logprobs_full_prefill,-0.0013262771535664797,-0.0468023456633091,-0.04547606850974262,0.04547606850974262,1,1,0,21,43,0.4883720930232558,11,11,0.013533243300503865,0.013562195429153226,0.9990927026152737,0.9990927019458644
7a613643598c07a5fd54,52,32,128,2473, service,vllm_decode_generate,vllm_prompt_logprobs_full_prefill,0.0,-0.02552821673452854,-0.02552821673452854,0.02552821673452854,1,1,0,11,53,0.20754716981132076,21,21,0.007647295605724667,0.00855567280050415,0.9998854970782155,0.9998849682560687
7a613643598c07a5fd54,53,32,128,311, to,vllm_decode_generate,vllm_prompt_logprobs_full_prefill,0.0,-0.032931793481111526,-0.032931793481111526,0.032931793481111526,1,1,0,16,48,0.3333333333333333,16,16,0.011248198089229002,0.011327082372797559,0.9996392167365684,0.9996392110264439
7a613643598c07a5fd54,54,32,128,1882, process,vllm_decode_generate,vllm_prompt_logprobs_full_prefill,0.0,-0.015123935416340828,-0.015123935416340828,0.015123935416340828,1,1,0,11,53,0.20754716981132076,21,21,0.004971904290372248,0.005168972143917868,0.9999565463343225,0.9999565231101036
7a613643598c07a5fd54,55,32,128,678, all,vllm_decode_generate,vllm_prompt_logprobs_full_prefill,0.0,-0.14363017678260803,-0.14363017678260803,0.14363017678260803,1,1,0,11,53,0.20754716981132076,21,21,0.04829736351780153,0.048652562863950644,0.9946196756969943,0.9946195598141668
7a613643598c07a5fd54,56,32,128,7388, requests,vllm_decode_generate,vllm_prompt_logprobs_full_prefill,-4.5536911784438416e-05,-0.5738843679428101,-0.5738388310310256,0.5738388310310256,1,1,0,18,46,0.391304347826087,14,14,0.18188252167893984,0.1819503019532545,0.8744529415165505,0.8744529348308654
7a613643598c07a5fd54,57,32,128,304, in,vllm_decode_generate,vllm_prompt_logprobs_full_prefill,0.0,-0.06534536927938461,-0.06534536927938461,0.06534536927938461,1,1,0,22,42,0.5238095238095238,10,10,0.021514584948023906,0.022307097039200734,0.9995234700190738,0.9995219626010852
7a613643598c07a5fd54,58,32,128,825, one,vllm_decode_generate,vllm_prompt_logprobs_full_prefill,-0.048591870814561844,-1.3704124689102173,-1.3218205980956554,1.3218205980956554,1,2,1,15,49,0.30612244897959184,17,17,0.2974350772588309,0.29747528644021737,0.42134805299169686,0.42134805044359985
7a613643598c07a5fd54,59,32,128,9383, minute,vllm_decode_generate,vllm_prompt_logprobs_full_prefill,0.0,-0.00048351517762057483,-0.00048351517762057483,0.00048351517762057483,1,1,0,18,46,0.391304347826087,14,14,0.00011656389145122514,0.00015265758908707713,0.9999999928531004,0.9999999921552442
7a613643598c07a5fd54,60,32,128,11,",",vllm_decode_generate,vllm_prompt_logprobs_full_prefill,-0.693150520324707,-1.2990732192993164,-0.6059226989746094,0.6059226989746094,2,2,0,19,45,0.4222222222222222,13,13,0.0699547220761143,0.07011904627359411,0.9327034469382834,0.9327034165255526
7a613643598c07a5fd54,61,32,128,2661, given,vllm_decode_generate,vllm_prompt_logprobs_full_prefill,-2.50339189733495e-06,-0.3018694519996643,-0.30186694860776697,0.30186694860776697,1,1,0,20,44,0.45454545454545453,12,12,0.09824634259921244,0.09936136677376228,0.984688275275415,0.9846868866167228
7a613643598c07a5fd54,62,32,128,429, that,vllm_decode_generate,vllm_prompt_logprobs_full_prefill,-0.011129326187074184,-0.4636118412017822,-0.45248251501470804,0.45248251501470804,1,1,0,22,42,0.5238095238095238,10,10,0.12924298192811687,0.12985032653469702,0.9368123802486701,0.9368103403611181
7a613643598c07a5fd54,63,32,128,432, it,vllm_decode_generate,vllm_prompt_logprobs_full_prefill,-0.02325301803648472,-0.4505721926689148,-0.4273191746324301,0.4273191746324301,1,1,0,19,45,0.4222222222222222,13,13,0.10851986372435371,0.10874001699556085,0.8923619834228959,0.8923618826271471
7a613643598c07a5fd54,64,32,128,13469, handles,vllm_decode_generate,vllm_prompt_logprobs_full_prefill,-0.038085710257291794,-6.611435890197754,-6.573350179940462,6.573350179940462,1,7,6,20,44,0.45454545454545453,12,12,0.6095961869863606,0.6096141664916347,0.04007159979539416,0.04007159650136576
7a613643598c07a5fd54,65,32,128,220, ,vllm_decode_generate,vllm_prompt_logprobs_full_prefill,0.0,-0.023522840812802315,-0.023522840812802315,0.023522840812802315,1,1,0,20,44,0.45454545454545453,12,12,0.00764841930468747,0.007962430790047506,0.9998635818152841,0.9998635031384835
7a613643598c07a5fd54,66,32,128,18,3,vllm_decode_generate,vllm_prompt_logprobs_full_prefill,0.0,-0.00019762947340495884,-0.00019762947340495884,0.00019762947340495884,1,1,0,16,48,0.3333333333333333,16,16,6.69393631796424e-05,6.742244279758852e-05,0.999999997151846,0.9999999971517403
7a613643598c07a5fd54,67,32,128,23,8,vllm_decode_generate,vllm_prompt_logprobs_full_prefill,0.0,-0.0001003691868390888,-0.0001003691868390888,0.0001003691868390888,1,1,0,17,47,0.3617021276595745,15,15,3.053073461149106e-05,3.3473593717921794e-05,0.9999999992233548,0.9999999992137367
7a613643598c07a5fd54,68,32,128,19,4,vllm_decode_generate,vllm_prompt_logprobs_full_prefill,0.0,-2.0503786799963564e-05,-2.0503786799963564e-05,2.0503786799963564e-05,1,1,0,18,46,0.391304347826087,14,14,6.110906610893178e-06,6.941653452124096e-06,0.9999999999832028,0.9999999999822057
7a613643598c07a5fd54,69,32,128,7388, requests,vllm_decode_generate,vllm_prompt_logprobs_full_prefill,0.0,-0.0005583396414294839,-0.0005583396414294839,0.0005583396414294839,1,1,0,15,49,0.30612244897959184,17,17,0.00011199432778916274,0.00015271564006384862,0.9999999896767264,0.9999999887234747
7a613643598c07a5fd54,70,32,128,817, per,vllm_decode_generate,vllm_prompt_logprobs_full_prefill,-1.1920928244535389e-07,-0.056168001145124435,-0.05616788193584199,0.05616788193584199,1,1,0,19,45,0.4222222222222222,13,13,0.01927773742120956,0.019295568582889507,0.998751704503615,0.9987517042854184
7a613643598c07a5fd54,71,32,128,2086, second,vllm_decode_generate,vllm_prompt_logprobs_full_prefill,0.0,-0.0004001055203843862,-0.0004001055203843862,0.0004001055203843862,1,1,0,18,46,0.391304347826087,14,14,0.00012764532820299016,0.00013536528192401598,0.9999999764831533,0.9999999764473172
7a613643598c07a5fd54,72,32,128,323, and,vllm_decode_generate,vllm_prompt_logprobs_full_prefill,-0.0007103541865944862,-0.09412607550621033,-0.09341572131961584,0.09341572131961584,1,1,0,19,45,0.4222222222222222,13,13,0.030357772348860133,0.030456469611570013,0.9979014124107096,0.9979014035848965
7a613643598c07a5fd54,73,32,128,1817, each,vllm_decode_generate,vllm_prompt_logprobs_full_prefill,0.0,-0.06334136426448822,-0.06334136426448822,0.06334136426448822,1,1,0,14,50,0.28,18,18,0.021177493067055984,0.021647140128171267,0.9992685574506807,0.9992683682332457
7a613643598c07a5fd54,74,32,128,1681, request,vllm_decode_generate,vllm_prompt_logprobs_full_prefill,0.0,-0.004525301046669483,-0.004525301046669483,0.004525301046669483,1,1,0,17,47,0.3617021276595745,15,15,0.0011065941720594119,0.001545536213820599,0.999998402875592,0.9999977164293313
7a613643598c07a5fd54,75,32,128,4990, takes,vllm_decode_generate,vllm_prompt_logprobs_full_prefill,0.0,-0.004497057292610407,-0.004497057292610407,0.004497057292610407,1,1,0,18,46,0.391304347826087,14,14,0.0014036911610952657,0.0015108410578136076,0.9999975487978106,0.9999975272902635
7a613643598c07a5fd54,76,32,128,220, ,vllm_decode_generate,vllm_prompt_logprobs_full_prefill,0.0,-0.005251422990113497,-0.005251422990113497,0.005251422990113497,1,1,0,19,45,0.4222222222222222,13,13,0.001572619480016618,0.0017894427327937253,0.9999981696335356,0.9999980490073768
7a613643598c07a5fd54,77,32,128,15,0,vllm_decode_generate,vllm_prompt_logprobs_full_prefill,0.0,-0.00033087024348787963,-0.00033087024348787963,0.00033087024348787963,1,1,0,19,45,0.4222222222222222,13,13,0.00011427220187948075,0.00011443924803329717,0.9999999651452238,0.9999999651451847
7a613643598c07a5fd54,78,32,128,13,.,vllm_decode_generate,vllm_prompt_logprobs_full_prefill,0.0,-0.0004273931554052979,-0.0004273931554052979,0.0004273931554052979,1,1,0,19,45,0.4222222222222222,13,13,0.00014026122449874512,0.0001441258554650418,0.9999999432799505,0.9999999432679402
7a613643598c07a5fd54,79,32,128,15,0,vllm_decode_generate,vllm_prompt_logprobs_full_prefill,0.0,-0.0008069596369750798,-0.0008069596369750798,0.0008069596369750798,1,1,0,17,47,0.3617021276595745,15,15,0.0002581894750064241,0.0002773230374125076,0.9999997475823204,0.9999997462583897
7a613643598c07a5fd54,80,32,128,15,0,vllm_decode_generate,vllm_prompt_logprobs_full_prefill,0.0,-0.00020108585886191577,-0.00020108585886191577,0.00020108585886191577,1,1,0,20,44,0.45454545454545453,12,12,6.615642931595114e-05,6.919792179340506e-05,0.9999999838710446,0.999999983846055
7a613643598c07a5fd54,81,32,128,15,0,vllm_decode_generate,vllm_prompt_logprobs_full_prefill,0.0,-0.0004895919119007885,-0.0004895919119007885,0.0004895919119007885,1,1,0,15,49,0.30612244897959184,17,17,0.0001577200771360436,0.00016829856666532701,0.999999907185705,0.9999999069870376
7a613643598c07a5fd54,82,32,128,17,2,vllm_decode_generate,vllm_prompt_logprobs_full_prefill,0.0,-0.00025090406415984035,-0.00025090406415984035,0.00025090406415984035,1,1,0,20,44,0.45454545454545453,12,12,6.752305374749931e-05,8.385757473473197e-05,0.9999999954811337,0.9999999949390276
7a613643598c07a5fd54,83,32,128,6486, seconds,vllm_decode_generate,vllm_prompt_logprobs_full_prefill,0.0,-0.0005443998379632831,-0.0005443998379632831,0.0005443998379632831,1,1,0,16,48,0.3333333333333333,16,16,8.306857926262174e-05,0.0001785688781683651,0.9999999916445145,0.9999999794664153
7a613643598c07a5fd54,84,32,128,311, to,vllm_decode_generate,vllm_prompt_logprobs_full_prefill,-0.20157977938652039,-0.03227213770151138,0.169307641685009,0.169307641685009,1,1,0,17,47,0.3617021276595745,15,15,0.0496091228203793,0.04963642744809431,0.9792938821366312,0.9792938811588695
7a613643598c07a5fd54,85,32,128,1882, process,vllm_decode_generate,vllm_prompt_logprobs_full_prefill,0.0,-0.0611613392829895,-0.0611613392829895,0.0611613392829895,1,1,0,18,46,0.391304347826087,14,14,0.02082759097575835,0.02095102236322411,0.999184416956694,0.9991843946526888
7a613643598c07a5fd54,86,32,128,13,.,vllm_decode_generate,vllm_prompt_logprobs_full_prefill,-0.011047860607504845,-0.8413519859313965,-0.8303041253238916,0.8303041253238916,1,2,1,15,49,0.30612244897959184,17,17,0.23002679518844948,0.23013921853455938,0.623061601583517,0.6230615540243535
7a613643598c07a5fd54,87,32,128,88190, Hmm,vllm_decode_generate,vllm_prompt_logprobs_full_prefill,-0.01948980987071991,-8.02579116821289,-8.00630135834217,8.00630135834217,1,48,47,13,52,0.25,19,20,0.6862163002648498,0.6873664403691948,0.002110085010578814,0.0018652385078279311
7a613643598c07a5fd54,88,32,128,11,",",vllm_decode_generate,vllm_prompt_logprobs_full_prefill,-0.06527791917324066,-0.30004411935806274,-0.23476620018482208,0.23476620018482208,1,1,0,17,47,0.3617021276595745,15,15,0.06369692407430719,0.06487701215717351,0.9852579634428162,0.9852551791119525
7a613643598c07a5fd54,89,32,128,3783, wait,vllm_decode_generate,vllm_prompt_logprobs_full_prefill,-0.047050535678863525,-8.717756271362305,-8.670705735683441,8.670705735683441,1,56,55,15,50,0.3,17,18,0.6317818219143829,0.6349878122019028,0.013913764756340888,0.013645336845774597
7a613643598c07a5fd54,90,32,128,11,",",vllm_decode_generate,vllm_prompt_logprobs_full_prefill,-0.04376310855150223,-2.079531669616699,-2.035768561065197,2.035768561065197,1,2,1,11,53,0.20754716981132076,21,21,0.45435507900347266,0.4554873038413524,0.1590473505467336,0.15904607366468881
